landscape,ignitionPoint,ignitionIndex,burnedOutCells
243,48,501,17
243,49,36614,2349
243,50,20807,1
243,51,24004,2
243,52,33424,1
243,53,36848,2703
243,54,30386,1
243,55,19557,10
243,56,6150,4
243,57,6598,6
243,58,2353,14
243,59,281,9
243,60,37297,38
243,61,26117,2
243,62,7927,7
243,63,17060,100
243,64,17458,9
243,65,1161,72
243,66,38731,71
243,67,16610,26
243,68,23413,19
243,69,20175,7
243,70,16287,15
243,71,37024,2580
243,72,18844,15
243,73,33557,33
243,74,11473,130
243,75,29319,1
243,76,33418,3242
243,77,22046,24
243,78,36925,2
243,79,16115,33
243,80,28175,1
243,81,12562,3
243,82,28925,1
243,83,9123,33
243,84,2923,69
243,85,30209,35
243,86,11326,8
243,87,34760,6
243,88,1217,12
243,89,17736,92
243,90,28416,2792
243,91,30400,2
243,92,38937,134
243,93,37452,2688
243,94,18921,38
243,95,35740,108
243,96,16402,4
243,97,31652,32
243,98,32711,2
243,99,6109,76
244,0,5835,1
244,1,9053,1
244,2,9194,1
244,3,33519,1
244,4,21681,4900
244,5,27825,1
244,6,20525,1
244,7,16125,1
244,8,21656,8
244,9,10609,1
244,10,8374,1
244,11,3079,1
244,12,37200,1
244,13,23287,4880
244,14,7267,1
244,15,14372,1
244,16,38662,5120
244,17,4800,1
244,18,13959,1
244,19,24162,1
244,20,6786,1
244,21,3839,1
244,22,30398,630
244,23,34419,1
244,24,17226,1
244,25,5790,1
244,26,24802,1
244,27,16565,1
244,28,4580,1
244,29,10322,250
244,30,34710,64
244,31,34077,1
244,32,25657,1
244,33,34329,1
244,34,25471,3
244,35,16383,1
244,36,13653,1
244,37,6803,3
244,38,9747,106
244,39,15612,55
244,40,17867,1
244,41,23674,1
244,42,23049,39
244,43,6792,1
244,44,8502,1
244,45,38144,1
244,46,24816,3
244,47,27478,3
244,48,12442,17
244,49,22147,1
244,50,32412,1
244,51,24931,1
244,52,39720,4
244,53,9840,1
244,54,14331,1
244,55,25500,5
244,56,37600,20
244,57,11761,1
244,58,9157,1
244,59,22317,5
244,60,657,1
244,61,26580,1
244,62,5778,1
244,63,25127,6277
244,64,7996,1
244,65,7610,1
244,66,11013,1
244,67,589,1
244,68,28247,1
244,69,3575,2
244,70,30950,1
244,71,16188,1
244,72,36397,1
244,73,17037,71
244,74,9102,1
244,75,7796,1
244,76,17890,1
244,77,20096,5616
244,78,22203,17
244,79,36295,5790
244,80,11220,1
244,81,27862,1
244,82,15491,1
244,83,4316,1
244,84,22174,1
244,85,31149,1
244,86,37926,1
244,87,37024,6
244,88,33206,1
244,89,30584,17
244,90,39036,1
244,91,17483,5722
244,92,8822,1
244,93,22040,1
244,94,14605,1
244,95,18954,1
244,96,28472,24
244,97,38547,1
244,98,7807,1
244,99,14799,1
245,0,13461,1
245,1,27693,1
245,2,23012,1
245,3,7385,12972
245,4,2420,1
245,5,1676,1
245,6,34115,1
245,7,12970,1
245,8,2915,70
245,9,19502,1
245,10,3866,1
245,11,8875,14942
245,12,26395,1
245,13,30287,1
245,14,21734,1
245,15,6762,1
245,16,14170,1
245,17,4538,1
245,18,25314,1
245,19,9031,1
245,20,29371,1
245,21,15635,1
245,22,35185,1
245,23,31572,1
245,24,35248,1
245,25,1488,1
245,26,22948,1
245,27,18837,1
245,28,7326,1
245,29,7752,12780
245,30,8169,2
245,31,11686,13942
245,32,18772,1
245,33,6948,1
245,34,28881,1
245,35,4476,5
245,36,18217,1
245,37,1970,1
245,38,29884,1
245,39,15811,1
245,40,9970,2179
245,41,11608,12528
245,42,31972,1
245,43,25447,1
245,44,22429,1
245,45,35045,1
245,46,16962,1
245,47,18031,1
245,48,18478,1
245,49,33795,1
245,50,4192,1
245,51,16387,1
245,52,24979,1
245,53,37897,1
245,54,9660,8167
245,55,9230,12336
245,56,33701,1
245,57,30253,833
245,58,2518,1
245,59,11454,1
245,60,31870,1
245,61,1943,1
245,62,14807,1
245,63,12200,3
245,64,35185,1
245,65,39440,1
245,66,5470,13813
245,67,13385,1
245,68,3754,1
245,69,29337,1
245,70,12071,12204
245,71,29480,1
245,72,23907,8599
245,73,23192,1
245,74,31898,1
245,75,9303,1
245,76,22784,1
245,77,13165,11796
245,78,28718,1
245,79,34519,1
245,80,37641,1
245,81,39651,1
245,82,18616,1
245,83,27355,1
245,84,18753,1
245,85,4419,1
245,86,10516,1
245,87,21477,1
245,88,5415,6719
245,89,25154,1
245,90,16430,1
245,91,23629,15401
245,92,27528,1
245,93,29146,1
245,94,29742,10
245,95,17056,13945
245,96,23615,1
245,97,7926,1
245,98,8638,1
245,99,2725,1
247,0,38210,1729
247,1,26765,129
247,2,35375,16
247,3,19653,0
247,4,942,35
247,5,13974,5897
247,6,10582,5356
247,7,22928,737
247,8,4044,2
247,9,1715,2
247,10,9234,121
247,11,37284,4
247,12,4356,6644
247,13,12639,14
247,14,29152,2863
247,15,18334,5638
247,16,23153,8071
247,17,1413,6
247,18,2603,72
247,19,39293,7
247,20,20553,4
247,21,28395,17
247,22,25612,2
247,23,37267,21
247,24,39204,120
247,25,10091,2480
247,26,23007,2
247,27,17942,9061
247,28,1835,1
247,29,9243,2
247,30,21251,4
247,31,16467,7
247,32,28894,319
247,33,21710,6041
247,34,25709,27
247,35,31938,3
247,36,9089,478
247,37,15284,10
247,38,25962,106
247,39,15412,3
247,40,29412,5
247,41,39388,556
247,42,14127,9110
247,43,28137,2233
247,44,34574,657
247,45,1242,1345
247,46,29022,4
247,47,33278,3029
247,48,10053,1743
247,49,10500,3138
247,50,20632,66
247,51,33475,161
247,52,14461,16
247,53,25430,7
247,54,19001,16
247,55,1771,26
247,56,37851,314
247,57,33269,81
247,58,15796,17
247,59,33180,359
247,60,9444,1062
247,61,11217,6
247,62,396,98
247,63,1703,3
247,64,17159,4255
247,65,12131,44
247,66,16557,4
247,67,27793,2
247,68,9091,1589
247,69,14166,5308
247,70,13477,2
247,71,6544,7054
247,72,8886,2437
247,73,14530,6234
247,74,26306,2471
247,75,2642,197
247,76,12996,4767
247,77,30675,17
247,78,19336,13
247,79,1718,3
247,80,21152,7005
247,81,16072,3
247,82,8719,11095
247,83,21278,8
247,84,25594,2
247,85,14232,6
247,86,25335,3602
247,87,12572,4534
247,88,17349,5496
247,89,36015,1753
247,90,21641,1
247,91,11337,5230
247,92,30115,2731
247,93,18581,7
247,94,39468,6
247,95,20852,0
247,96,33328,2290
247,97,29168,16
247,98,3329,14
247,99,30520,3052
248,0,36338,1
248,1,10909,1
248,2,20820,2582
248,3,12630,5520
248,4,31934,1
248,5,6878,1
248,6,23944,1
248,7,36210,1
248,8,23047,1
248,9,6182,1
248,10,33989,1
248,11,26262,1
248,12,37630,1
248,13,18585,1
248,14,25134,1
248,15,27580,1
248,16,17047,2
248,17,3753,1
248,18,19380,1
248,19,39990,1
248,20,28069,1
248,21,14672,1
248,22,5896,0
248,23,26676,1
248,24,5665,1
248,25,32233,1
248,26,24684,1
248,27,14707,1
248,28,22858,1
248,29,7340,1
248,30,12195,1
248,31,24514,1
248,32,5414,2
248,33,8452,1
248,34,31815,1
248,35,1458,1
248,36,31910,1
248,37,20175,1
248,38,17593,1
248,39,20058,1
248,40,18983,1
248,41,4465,1
248,42,15090,1
248,43,37764,1
248,44,20565,1
248,45,25749,1
248,46,33400,1
248,47,36984,1
248,48,25642,1
248,49,32385,1
248,50,35885,1
248,51,34402,1
248,52,20756,1
248,53,38421,1
248,54,39298,1
248,55,7714,1
248,56,29301,1
248,57,38432,1
248,58,18952,1
248,59,18865,1
248,60,9156,1
248,61,11679,1
248,62,34599,1
248,63,9771,1
248,64,7697,1
248,65,18579,1
248,66,28839,1
248,67,8125,1
248,68,13925,1
248,69,37566,1
248,70,28140,1
248,71,22059,1
248,72,30087,1
248,73,34362,1
248,74,20287,1
248,75,21118,1
248,76,33819,1
248,77,28725,1
248,78,4614,4206
248,79,25545,1
248,80,4198,1331
248,81,31372,1
248,82,35286,1
248,83,16471,1
248,84,4845,1
248,85,11523,1
248,86,11935,1
248,87,18483,1
248,88,9338,1
248,89,12511,1
248,90,32262,1
248,91,38420,1
248,92,3648,1
248,93,3168,1
248,94,35152,1
248,95,7714,1
248,96,5398,3
248,97,36063,1
248,98,18425,3896
248,99,39209,1
249,0,3963,1
249,1,33197,1
249,2,34639,1
249,3,26496,1
249,4,12673,1
249,5,24377,1
249,6,33887,1
249,7,33055,1
249,8,658,1
249,9,15075,1
249,10,29480,1
249,11,32057,1
249,12,30474,0
249,13,25585,1
249,14,39600,1
249,15,23618,1
249,16,32555,1
249,17,3491,1
249,18,30735,1
249,19,21211,1
249,20,14302,1
249,21,30116,1
249,22,10683,0
249,23,23828,1
249,24,23687,1
249,25,31580,1
249,26,22830,1
249,27,13330,1
249,28,25603,1
249,29,4770,1
249,30,25654,1
249,31,2124,1
249,32,38529,1
249,33,21071,1
249,34,35225,1
249,35,29551,1
249,36,36474,1
249,37,11694,1
249,38,1378,1
249,39,20258,1
249,40,7438,1
249,41,32399,1
249,42,20364,1
249,43,16419,1
249,44,34493,1
249,45,26298,1
249,46,29194,1
249,47,31184,1
249,48,28030,1
249,49,4033,1
249,50,4017,1
249,51,25858,1
249,52,6015,1
249,53,22831,1
249,54,38275,1
249,55,31444,1
249,56,29050,1
249,57,16924,1
249,58,12313,1
249,59,8001,1
249,60,4017,1
249,61,27042,1
249,62,3628,1
249,63,36843,1
249,64,34886,1
249,65,14058,1
249,66,23296,1
249,67,20920,1
249,68,29433,1
249,69,26975,1
249,70,5613,1
249,71,35351,1
249,72,17598,1
249,73,517,1
249,74,3083,1
249,75,26273,1
249,76,38714,1
249,77,21794,1
249,78,11129,1
249,79,20122,1
249,80,30618,1
249,81,3162,1
249,82,2058,1
249,83,39510,1
249,84,1424,1
249,85,28441,1
249,86,24525,1
249,87,2936,1
249,88,25195,1
249,89,7081,1
249,90,9656,1
249,91,4566,1
249,92,22354,1
249,93,10275,1
249,94,10289,1
249,95,2169,1
249,96,542,1
249,97,5442,1
249,98,19256,1
249,99,23488,1
246,0,30584,11
246,1,4477,4
246,2,21557,20
246,3,5787,44
246,4,16555,2
246,5,123,2
246,6,639,9
246,7,26082,12
246,8,22784,615
246,9,29174,21
246,10,13743,275
246,11,31488,2214
246,12,15160,40
246,13,5638,12
246,14,14686,1
246,15,25944,95
246,16,7645,125
246,17,1675,49
246,18,31248,1
246,19,18073,62
246,20,34320,2
246,21,16598,5
246,22,20825,6357
246,23,115,1
246,24,21182,278
246,25,10744,4
246,26,24861,3671
246,27,19318,5185
246,28,35441,6124
246,29,11813,75
246,30,7792,19
246,31,38858,90
246,32,35779,14
246,33,9091,15
246,34,22300,4872
246,35,3845,27
246,36,4525,8
246,37,23765,5
246,38,2176,2
246,39,15212,171
246,40,957,16
246,41,15103,211
246,42,8853,8
246,43,9482,443
246,44,24294,2026
246,45,4341,71
246,46,36876,7
246,47,2726,3
246,48,7665,502
246,49,35204,2
246,50,12499,111
246,51,2019,4
246,52,29202,13
246,53,37373,9
246,54,20023,5856
246,55,14393,34
246,56,1749,52
246,57,18426,6844
246,58,22436,2691
246,59,4044,25
246,60,14583,3
246,61,35854,6644
246,62,31367,1
246,63,14630,6665
246,64,26321,8281
246,65,20301,7889
246,66,22100,2
246,67,14998,3
246,68,33583,3
246,69,24756,123
246,70,32355,8
246,71,33252,1985
246,72,21375,11
246,73,8375,16
246,74,39862,2
246,75,1135,3
246,76,8101,1
246,77,37606,771
246,78,12821,5635
246,79,3493,2
246,80,34732,2
246,81,4283,4
246,82,5594,1
246,83,38239,4
246,84,32662,3
246,85,37314,2
246,86,12745,101
246,87,28119,9293
246,88,5140,15
246,89,1445,76
246,90,599,10
246,91,5190,42
246,92,15057,14
246,93,15123,9
246,94,24332,7877
246,95,26398,82
246,96,1832,8
246,97,19789,739
246,98,2498,0
246,99,2593,866
252,0,26840,3
252,1,16413,2
252,2,32447,22
252,3,31741,1309
252,4,38538,1
252,5,25930,19
252,6,27364,1
252,7,16294,1
252,8,20790,1
252,9,1754,7366
252,10,19603,1
252,11,13092,76
252,12,1709,6133
252,13,13882,1
252,14,3000,1
252,15,4436,125
252,16,39080,802
252,17,2706,3
252,18,24801,0
252,19,15817,82
252,20,13001,6
252,21,29152,1
252,22,21394,0
252,23,18933,1
252,24,37753,1401
252,25,22324,7
252,26,24566,26
252,27,12848,1
252,28,37488,136
252,29,4358,5863
252,30,29679,1
252,31,14952,134
252,32,21523,119
252,33,22575,7
252,34,38158,456
252,35,26534,6
252,36,10167,1
252,37,29898,1
252,38,29086,1
252,39,20857,50
252,40,16451,54
252,41,25256,153
252,42,3483,6284
252,43,32385,1
252,44,32628,1
252,45,17002,46
252,46,5632,10
252,47,6489,1
252,48,35195,3
252,49,2623,21
252,50,39358,8
252,51,226,1
252,52,1793,3662
252,53,23355,1
252,54,27912,1
252,55,26281,51
252,56,21002,1
252,57,28752,1
252,58,32395,1
252,59,11764,10
252,60,21303,249
252,61,33131,1
252,62,23420,2
252,63,34414,3
252,64,3749,6623
252,65,33197,1
252,66,6665,7
252,67,19308,140
252,68,39604,47
252,69,31556,1
252,70,25329,8
252,71,27931,1
252,72,20130,1
252,73,15334,6234
252,74,31471,22
252,75,38088,603
252,76,13397,4
252,77,1002,2
252,78,27026,1
252,79,11148,5
252,80,37175,19
252,81,34883,19
252,82,18728,22
252,83,28626,3
252,84,27515,1
252,85,35545,3
252,86,22296,1
252,87,36295,1852
252,88,29119,1
252,89,30789,1
252,90,21839,35
252,91,23004,1
252,92,34826,2
252,93,24297,2
252,94,15699,7919
252,95,32827,14
252,96,22324,185
252,97,33579,1
252,98,29043,1
252,99,23620,1
250,0,21086,1
250,1,9981,1
250,2,33183,1
250,3,24899,1
250,4,26808,12
250,5,19175,1
250,6,4058,1
250,7,6167,1
250,8,20527,1
250,9,28395,0
250,10,39357,37
250,11,14670,1
250,12,15591,324
250,13,936,20
250,14,36200,1
250,15,2800,1
250,16,26030,1
250,17,4276,89
250,18,36669,5
250,19,30252,19
250,20,15604,2304
250,21,27431,1
250,22,39971,1
250,23,28724,1
250,24,13270,1
250,25,835,34
250,26,24743,1
250,27,17460,1
250,28,13719,1
250,29,8831,85
250,30,21628,2908
250,31,29296,2309
250,32,15535,1
250,33,19567,1
250,34,28643,1
250,35,28921,1
250,36,22782,1
250,37,33489,2859
250,38,13670,13
250,39,16011,2832
250,40,38425,22
250,41,35894,317
250,42,37246,8
250,43,454,1
250,44,36357,1
250,45,31946,95
250,46,9108,2
250,47,12231,3
250,48,20866,1
250,49,9090,1
250,50,12324,1167
250,51,7843,1
250,52,10238,1
250,53,22306,1
250,54,8638,170
250,55,36607,1
250,56,33451,4
250,57,5097,14
250,58,35879,4
250,59,591,2
250,60,26730,11
250,61,17305,1
250,62,20188,441
250,63,39273,1
250,64,26022,0
250,65,31270,3320
250,66,39926,38
250,67,22533,1
250,68,19262,1
250,69,18747,1
250,70,29545,3576
250,71,39124,2
250,72,11418,2533
250,73,25699,1
250,74,14694,1
250,75,14457,2
250,76,27679,2
250,77,6235,219
250,78,35233,41
250,79,29096,1970
250,80,27709,1
250,81,7793,144
250,82,25389,2
250,83,10394,1
250,84,15333,1
250,85,21336,1
250,86,23106,1
250,87,9578,1
250,88,21272,1
250,89,19724,1
250,90,33825,1
250,91,29775,3
250,92,6235,4
250,93,32604,1
250,94,4878,185
250,95,11510,1880
250,96,18759,1
250,97,17305,1
250,98,13116,1
250,99,27004,8
253,0,34465,1
253,1,38701,17
253,2,6265,5
253,3,5607,0
253,4,22925,0
253,5,3430,1
253,6,37307,1
253,7,9492,3367
253,8,2050,1
253,9,10648,1
253,10,18743,4
253,11,18887,71
253,12,30905,1
253,13,20882,2
253,14,17467,3
253,15,474,9
253,16,14589,1
253,17,6092,2950
253,18,36157,1
253,19,37038,1
253,20,39234,1
253,21,949,1
253,22,26181,4
253,23,16085,3839
253,24,15775,1
253,25,18023,1
253,26,22712,1
253,27,11472,4469
253,28,3881,3188
253,29,1788,0
253,30,3139,1
253,31,32562,13
253,32,18286,2
253,33,35194,1
253,34,37920,1
253,35,14627,1
253,36,14731,1
253,37,25065,745
253,38,9224,5
253,39,21056,647
253,40,4906,2
253,41,9542,1
253,42,12405,24
253,43,7392,3
253,44,6556,1
253,45,13904,1
253,46,37778,1
253,47,690,1
253,48,37583,2
253,49,17919,1
253,50,7490,3
253,51,31682,1
253,52,27052,54
253,53,11412,1
253,54,23242,1
253,55,10010,1
253,56,20751,11
253,57,3596,1
253,58,25756,1
253,59,901,2886
253,60,12516,3785
253,61,8494,3068
253,62,32449,1
253,63,17839,14
253,64,34587,1
253,65,25028,18
253,66,1122,1
253,67,32104,1
253,68,15111,3170
253,69,20966,1
253,70,2802,1
253,71,1223,17
253,72,7640,1
253,73,17841,32
253,74,17916,4
253,75,39595,1
253,76,18291,2
253,77,30423,1
253,78,29892,1
253,79,5725,55
253,80,27243,1
253,81,6672,3670
253,82,21853,1
253,83,15313,3270
253,84,24095,30
253,85,8815,1
253,86,34887,1
253,87,20747,1
253,88,1328,35
253,89,25359,1
253,90,2882,2946
253,91,29151,79
253,92,13532,2
253,93,27756,7
253,94,30835,313
253,95,30929,2
253,96,17468,57
253,97,2958,1
253,98,29874,1
253,99,7898,3129
256,0,29219,1
256,1,11937,1
256,2,10975,18
256,3,20750,1
256,4,13019,1
256,5,39793,62
256,6,24825,1
256,7,24465,23
256,8,2770,68
256,9,30526,2
256,10,28792,1
256,11,17805,1
256,12,39398,385
256,13,29005,1
256,14,23859,1
256,15,15725,20
256,16,1970,1
256,17,12735,1
256,18,2983,1
256,19,32731,4565
256,20,20268,6547
256,21,32964,3696
256,22,23471,5
256,23,37647,1347
256,24,29678,1
256,25,18621,1
256,26,16466,6556
256,27,2617,2846
256,28,10578,1
256,29,30258,1
256,30,31798,13
256,31,35463,2
256,32,22326,3946
256,33,34989,1
256,34,34803,27
256,35,29139,6176
256,36,20511,97
256,37,22001,1
256,38,8131,1
256,39,20333,2
256,40,39225,1
256,41,12698,37
256,42,15957,1
256,43,37696,57
256,44,16444,1
256,45,36562,24
256,46,5696,1
256,47,7203,1
256,48,11435,1
256,49,35757,3686
256,50,8469,6694
256,51,10494,1
256,52,8310,1
256,53,11618,2
256,54,10829,14
256,55,26647,1
256,56,33664,2
256,57,8871,5809
256,58,31521,1
256,59,34616,64
256,60,29947,4112
256,61,38440,1432
256,62,9081,603
256,63,21055,1
256,64,16686,6478
256,65,4067,3063
256,66,828,8951
256,67,26370,1
256,68,38104,4
256,69,12899,10293
256,70,9094,3
256,71,35804,804
256,72,7535,22
256,73,15062,5834
256,74,16056,6878
256,75,17817,1
256,76,20417,1
256,77,35469,1
256,78,38312,1
256,79,21114,3577
256,80,30588,1
256,81,5329,117
256,82,24249,1
256,83,32805,1
256,84,2505,1
256,85,27292,1
256,86,19334,3
256,87,23852,1
256,88,39698,1
256,89,32507,1
256,90,38200,1196
256,91,27576,1
256,92,10596,1
256,93,4222,3184
256,94,16439,1
256,95,337,80
256,96,22192,1
256,97,21144,206
256,98,37757,3360
256,99,19405,1
251,0,28712,1
251,1,32269,1
251,2,7002,1
251,3,38764,1
251,4,7547,1
251,5,33027,12403
251,6,14001,387
251,7,3012,1
251,8,1787,1
251,9,37288,1
251,10,38497,1
251,11,20466,1
251,12,8435,148
251,13,7936,1
251,14,10667,1
251,15,35190,1
251,16,1539,1
251,17,4014,1
251,18,8025,1
251,19,15121,11800
251,20,1836,1
251,21,2875,1
251,22,1110,1
251,23,29524,42
251,24,27643,10424
251,25,36534,1
251,26,22889,1
251,27,16083,26
251,28,16464,165
251,29,6261,1
251,30,38736,0
251,31,6905,1
251,32,8651,1
251,33,35833,1
251,34,32053,1
251,35,17013,1609
251,36,27346,1
251,37,25008,9625
251,38,37455,1
251,39,19859,1
251,40,26880,4491
251,41,20179,1
251,42,6168,73
251,43,19109,2
251,44,6637,1
251,45,28848,11117
251,46,1254,1
251,47,6431,1
251,48,23254,1
251,49,20738,1
251,50,24105,10415
251,51,39299,1
251,52,35497,1
251,53,10364,179
251,54,3968,1
251,55,20337,1
251,56,33200,9683
251,57,23589,1
251,58,25592,1
251,59,29728,1
251,60,17943,1
251,61,32668,1
251,62,29217,10486
251,63,22698,11499
251,64,16859,1
251,65,26749,3
251,66,34383,1
251,67,35329,1
251,68,34769,1
251,69,8156,1
251,70,7018,1
251,71,12415,12495
251,72,38929,1
251,73,31854,10
251,74,37490,1
251,75,19612,1789
251,76,28925,1
251,77,39304,1
251,78,38100,1
251,79,27321,7
251,80,14129,6226
251,81,19583,1
251,82,32161,1
251,83,33433,1
251,84,8265,1
251,85,34606,10690
251,86,39345,1
251,87,34031,10552
251,88,37129,1
251,89,17941,1
251,90,11219,1566
251,91,32273,1
251,92,24941,1
251,93,39710,1
251,94,20015,1
251,95,9612,1
251,96,10254,1
251,97,26684,1
251,98,13947,10584
251,99,11282,1
254,0,11589,1
254,1,15485,1
254,2,8457,1
254,3,362,1
254,4,37060,1
254,5,38228,531
254,6,7478,1
254,7,26252,1
254,8,21918,1
254,9,23968,1
254,10,28620,2
254,11,37853,4033
254,12,19670,1
254,13,36233,1
254,14,14067,1
254,15,16008,645
254,16,8064,1
254,17,3229,1
254,18,2091,951
254,19,6079,2
254,20,535,1
254,21,1912,7
254,22,15469,1
254,23,20980,1
254,24,1709,5122
254,25,27279,1
254,26,24625,1
254,27,11954,1
254,28,31997,152
254,29,5849,1
254,30,39113,1
254,31,19733,1
254,32,35292,436
254,33,33690,1
254,34,34987,1
254,35,13996,16
254,36,1038,1
254,37,6861,1
254,38,25164,1
254,39,20457,1
254,40,35893,4492
254,41,16685,1
254,42,29287,1
254,43,35075,1
254,44,8421,1
254,45,23200,1
254,46,21340,1
254,47,21737,1
254,48,30418,1
254,49,19328,34
254,50,15798,6517
254,51,17314,1
254,52,31275,1
254,53,10888,1
254,54,33605,7
254,55,15173,3758
254,56,25152,1
254,57,31768,1
254,58,5674,159
254,59,37138,1
254,60,35229,1
254,61,2405,175
254,62,9009,51
254,63,20268,1
254,64,25723,1
254,65,5888,1
254,66,17752,1
254,67,33716,1
254,68,4940,1
254,69,12737,3238
254,70,26734,1
254,71,4995,307
254,72,5109,1
254,73,6672,23
254,74,25879,1
254,75,31427,3309
254,76,3608,69
254,77,14863,1
254,78,13996,2973
254,79,18347,1
254,80,20686,1
254,81,14951,1
254,82,8831,1
254,83,22549,1
254,84,34356,1
254,85,1710,1863
254,86,37116,12
254,87,27389,1
254,88,1053,265
254,89,1650,1
254,90,27050,1
254,91,10712,1
254,92,1061,1
254,93,13733,3418
254,94,25425,3419
254,95,271,38
254,96,35685,1
254,97,14821,1
254,98,23734,1
254,99,11414,1
255,0,19214,8
255,1,37773,1
255,2,22276,1
255,3,17876,1
255,4,17799,2647
255,5,12079,1
255,6,17421,1
255,7,19449,1
255,8,3178,1
255,9,32861,2258
255,10,24111,1
255,11,7296,1
255,12,12513,1257
255,13,3234,1
255,14,28533,1
255,15,12046,1
255,16,23572,1
255,17,2967,1
255,18,13446,1
255,19,30948,1
255,20,26768,1
255,21,13708,1
255,22,16608,1
255,23,18133,1
255,24,19731,1
255,25,22978,2832
255,26,22771,1
255,27,10577,1
255,28,34742,1
255,29,3279,1
255,30,12572,1
255,31,37343,1
255,32,28407,1
255,33,6308,1
255,34,38396,1
255,35,2089,1
255,36,5602,1
255,37,38379,1
255,38,5301,1
255,39,20657,1
255,40,27996,1955
255,41,970,1
255,42,38209,1
255,43,13730,1
255,44,18700,229
255,45,20101,1
255,46,13486,1
255,47,15937,1
255,48,32807,1
255,49,30976,1
255,50,27578,1
255,51,8770,1
255,52,16534,1
255,53,38945,1
255,54,28935,1
255,55,2551,1
255,56,24901,1
255,57,10260,1
255,58,39035,1
255,59,26275,1
255,60,26442,1
255,61,17768,1
255,62,18038,1
255,63,7341,1
255,64,16560,1
255,65,37719,1
255,66,12209,1
255,67,6512,1
255,68,20448,1
255,69,2147,1
255,70,4208,1
255,71,18287,1
255,72,32619,1
255,73,9179,1
255,74,8675,1
255,75,32934,1
255,76,8502,1
255,77,7933,1
255,78,20511,1
255,79,12923,1
255,80,10755,1
255,81,23093,1
255,82,11955,1
255,83,5588,1
255,84,30936,1
255,85,18628,1
255,86,9706,1
255,87,11842,1
255,88,13262,1
255,89,36220,1
255,90,4445,1
255,91,16858,1
255,92,19767,1
255,93,17191,3076
255,94,562,1
255,95,38373,1
255,96,30829,1
255,97,24200,1
255,98,24565,2
255,99,35693,1
259,0,21593,1
259,1,29649,14
259,2,37157,24
259,3,6884,139
259,4,28632,1
259,5,25942,1
259,6,14882,3
259,7,31268,1
259,8,21510,53
259,9,21633,112
259,10,33301,12
259,11,12010,389
259,12,10203,12
259,13,18357,11
259,14,9392,272
259,15,19687,11
259,16,26461,3
259,17,12996,76
259,18,31628,4
259,19,7862,2
259,20,34035,1
259,21,21168,1
259,22,22333,566
259,23,495,10
259,24,11656,4670
259,25,19274,46
259,26,18320,556
259,27,3994,1
259,28,4184,22
259,29,32828,1
259,30,18339,137
259,31,17854,4676
259,32,25563,1
259,33,22370,1
259,34,31393,1
259,35,1047,140
259,36,15946,96
259,37,30482,68
259,38,24345,7
259,39,16485,23
259,40,7122,3
259,41,28412,0
259,42,10683,2
259,43,19041,1
259,44,2516,4
259,45,36013,1
259,46,13550,41
259,47,13003,4260
259,48,9047,4300
259,49,20462,4
259,50,336,1
259,51,19038,4501
259,52,23051,3
259,53,27209,1
259,54,11851,4135
259,55,39269,9
259,56,33915,1
259,57,30379,1
259,58,38160,11
259,59,5479,2
259,60,35086,5
259,61,23077,51
259,62,3700,33
259,63,37630,3
259,64,29497,90
259,65,12237,5848
259,66,6371,6
259,67,13574,18
259,68,22597,1
259,69,23489,9
259,70,27973,5
259,71,22512,91
259,72,20024,181
259,73,8907,1
259,74,33259,1
259,75,12662,5048
259,76,15523,4
259,77,2400,1
259,78,35446,1
259,79,22889,2
259,80,4167,4
259,81,37187,2
259,82,17477,19
259,83,9766,3
259,84,5925,1
259,85,10375,24
259,86,6744,1
259,87,39399,4
259,88,27489,69
259,89,37937,3
259,90,17158,4
259,91,21429,80
259,92,31890,137
259,93,37115,49
259,94,1303,41
259,95,2235,144
259,96,27049,1
259,97,11765,22
259,98,36927,60
259,99,35127,79
260,0,19721,52
260,1,13793,1
260,2,22602,48
260,3,39862,1
260,4,23271,162
260,5,18845,15
260,6,28245,5
260,7,4549,118
260,8,513,55
260,9,26099,37
260,10,18055,1
260,11,988,1
260,12,3477,1
260,13,24303,3
260,14,1725,33
260,15,28933,5415
260,16,24003,1313
260,17,11688,1
260,18,12052,4
260,19,8558,1
260,20,1552,5
260,21,7445,2
260,22,38969,1
260,23,29904,2400
260,24,21766,1
260,25,5065,1
260,26,16348,1
260,27,759,11
260,28,25208,11
260,29,27276,1
260,30,9283,1
260,31,25901,272
260,32,38434,38
260,33,9112,33
260,34,1147,269
260,35,14215,4
260,36,38767,1
260,37,35373,6
260,38,15977,2727
260,39,21131,1
260,40,36693,65
260,41,33489,28
260,42,7998,1
260,43,28668,1
260,44,28508,92
260,45,24168,3958
260,46,17928,31
260,47,16709,16
260,48,20988,3131
260,49,5995,1
260,50,11942,76
260,51,19966,90
260,52,32995,1
260,53,200,1
260,54,35796,0
260,55,5213,1
260,56,25365,1
260,57,35542,6
260,58,1316,29
260,59,31164,9
260,60,38446,26
260,61,23539,4
260,62,37902,3
260,63,5698,1
260,64,16387,3533
260,65,15037,1
260,66,18654,47
260,67,33905,870
260,68,23783,2593
260,69,6889,1
260,70,6283,2
260,71,1676,1
260,72,1225,13
260,73,32387,3
260,74,27240,1
260,75,31139,3
260,76,39994,0
260,77,4098,1
260,78,20724,1
260,79,6716,1
260,80,27213,4
260,81,12487,1
